utc_timestamp,Electricity_load,Residential_electricity_price,Residential_wind_generation,Temperature,Relative Humidity
2019-09-30 00:00:00,0.0294,0.072639353,0.3377,10.7,92.77
2019-09-30 00:15:00,0.0408,0.074356745,0.33330000000000004,10.9,92.97
2019-09-30 00:30:00,0.0324,0.060821087,0.29700000000000004,10.375,93.55
2019-09-30 00:45:00,0.0468,0.06051022,0.3355,9.85,94.13
2019-09-30 01:00:00,0.0324,0.06472019,0.3322,10.1,94.38
2019-09-30 01:15:00,0.053399999999999996,0.087074389,0.4092,10.3,94.58
2019-09-30 01:30:00,0.0366,0.066791312,0.41140000000000004,9.775,95.505
2019-09-30 01:45:00,0.0396,0.084799616,0.517,9.25,96.43
2019-09-30 02:00:00,0.0438,0.057508701,0.5522,9.5,96.68
2019-09-30 02:15:00,0.0402,0.089928367,0.5566000000000001,9.7,96.88
2019-09-30 02:30:00,0.0486,0.065270519,0.6061000000000001,9.425,96.785
2019-09-30 02:45:00,0.06119999999999999,0.053089614,0.6578,9.15,96.69
2019-09-30 03:00:00,0.0348,0.101585888,0.6512,9.4,96.94
2019-09-30 03:15:00,0.051000000000000004,0.088797959,0.6952,9.6,97.14
2019-09-30 03:30:00,0.048,0.070773258,0.7557000000000001,9.325,97.2
2019-09-30 03:45:00,0.0414,0.071163619,0.8525000000000001,9.05,97.26
2019-09-30 04:00:00,0.0486,0.058347278,0.9592,9.3,97.51
2019-09-30 04:15:00,0.07079999999999999,0.069547437,1.0197,9.5,97.71
2019-09-30 04:30:00,0.0624,0.092469406,1.0263000000000002,9.175,97.79
2019-09-30 04:45:00,0.048,0.060380478,1.0087000000000002,8.85,97.87
2019-09-30 05:00:00,0.0804,0.074460972,0.9449000000000001,9.1,98.12
2019-09-30 05:15:00,0.0552,0.062348705,1.0582,9.3,98.32
2019-09-30 05:30:00,0.0762,0.047714246,1.1825,9.075,97.96
2019-09-30 05:45:00,0.087,0.06065412,1.3024,8.85,97.6
2019-09-30 06:00:00,0.0696,0.068209456,1.2342000000000002,9.1,97.85
2019-09-30 06:15:00,0.08519999999999998,0.065492602,1.2287000000000001,9.3,98.05
2019-09-30 06:30:00,0.06359999999999999,0.070708056,1.4080000000000001,9.475,96.92
2019-09-30 06:45:00,0.087,0.069762508,1.584,9.65,95.79
2019-09-30 07:00:00,0.0696,0.061567715,1.6797,9.9,96.04
2019-09-30 07:15:00,0.08819999999999999,0.062657153,1.8161000000000003,10.1,96.24
2019-09-30 07:30:00,0.0744,0.062620421,1.8733000000000002,10.425,94.54
2019-09-30 07:45:00,0.0756,0.084784576,1.8084,10.75,92.84
2019-09-30 08:00:00,0.0756,0.037283622,1.7655,11.0,93.09
2019-09-30 08:15:00,0.056999999999999995,0.053235091,1.7523000000000002,11.2,93.29
2019-09-30 08:30:00,0.054599999999999996,0.071995753,1.7732000000000003,11.725,89.855
2019-09-30 08:45:00,0.0642,0.07572359,1.8326,12.25,86.42
2019-09-30 09:00:00,0.08879999999999999,0.054972458,1.8975000000000002,12.5,86.67
2019-09-30 09:15:00,0.0678,0.094451982,1.9283000000000001,12.7,86.87
2019-09-30 09:30:00,0.08220000000000001,0.065638854,2.0273000000000003,12.975,83.735
2019-09-30 09:45:00,0.0702,0.057761311,2.1714,13.25,80.6
2019-09-30 10:00:00,0.0606,0.092531261,2.1725000000000003,13.5,80.85
2019-09-30 10:15:00,0.0732,0.059723109,2.1758,13.7,81.05
2019-09-30 10:30:00,0.0552,0.055806153,2.1956,13.625,79.525
2019-09-30 10:45:00,0.0732,0.074669524,2.1978,13.55,78.0
2019-09-30 11:00:00,0.0576,0.083888318,2.2,13.8,78.25
2019-09-30 11:15:00,0.0654,0.079475354,2.1989,14.0,78.45
2019-09-30 11:30:00,0.078,0.073432141,2.2132,13.775,77.52
2019-09-30 11:45:00,0.0588,0.069213981,2.2132,13.55,76.59
2019-09-30 12:00:00,0.0588,0.06737987,2.2231,13.8,76.84
2019-09-30 12:15:00,0.056999999999999995,0.068540003,2.2363,14.0,77.04
2019-09-30 12:30:00,0.0588,0.08822081,2.2143,13.675,76.95
2019-09-30 12:45:00,0.081,0.083535008,2.2176,13.35,76.86
2019-09-30 13:00:00,0.0576,0.062534459,2.2693000000000003,13.6,77.11
2019-09-30 13:15:00,0.0696,0.057221468,2.2495000000000003,13.8,77.31
2019-09-30 13:30:00,0.0672,0.061777066,2.2594,13.325,79.06
2019-09-30 13:45:00,0.054599999999999996,0.078829201,2.2660000000000005,12.85,80.81
2019-09-30 14:00:00,0.055799999999999995,0.058862814,2.2209000000000003,13.1,81.06
2019-09-30 14:15:00,0.06,0.070732341,2.2319,13.3,81.26
2019-09-30 14:30:00,0.07139999999999999,0.073924082,2.2264000000000004,12.725,83.54
2019-09-30 14:45:00,0.078,0.05141388,2.1153000000000004,12.15,85.82
2019-09-30 15:00:00,0.0654,0.062001405,2.1549,12.4,86.07
2019-09-30 15:15:00,0.0606,0.085511453,2.1219,12.6,86.27
2019-09-30 15:30:00,0.08220000000000001,0.07905572,1.9976000000000003,11.975,88.72
2019-09-30 15:45:00,0.053399999999999996,0.075860076,1.8227000000000002,11.35,91.17
2019-09-30 16:00:00,0.056999999999999995,0.070356304,1.8469000000000002,11.6,91.42
2019-09-30 16:15:00,0.0846,0.060252822,1.8766,11.8,91.62
2019-09-30 16:30:00,0.0564,0.051806721,1.8172000000000001,11.325,92.475
2019-09-30 16:45:00,0.0696,0.088719058,1.6467000000000003,10.85,93.33
2019-09-30 17:00:00,0.0702,0.068505524,1.7039,11.1,93.58
2019-09-30 17:15:00,0.07379999999999999,0.085678479,1.5785000000000002,11.3,93.78
2019-09-30 17:30:00,0.053399999999999996,0.097717444,1.5125000000000002,10.925,94.14
2019-09-30 17:45:00,0.0606,0.065373372,1.518,10.55,94.5
2019-09-30 18:00:00,0.061799999999999994,0.084787963,1.5070000000000003,10.8,94.75
2019-09-30 18:15:00,0.0552,0.071075976,1.4234000000000002,11.0,94.95
2019-09-30 18:30:00,0.072,0.105303106,1.3431000000000002,10.725,94.74
2019-09-30 18:45:00,0.06359999999999999,0.077833057,1.3024,10.45,94.53
2019-09-30 19:00:00,0.048,0.066698999,1.1330000000000002,10.7,94.78
2019-09-30 19:15:00,0.07079999999999999,0.067882832,1.0538,10.9,94.98
2019-09-30 19:30:00,0.0678,0.080521409,0.9878000000000001,10.625,94.85
2019-09-30 19:45:00,0.07379999999999999,0.057649635,1.0175,10.35,94.72
2019-09-30 20:00:00,0.0756,0.091257371,1.0582,10.6,94.97
2019-09-30 20:15:00,0.0648,0.075440505,1.1781000000000001,10.8,95.17
2019-09-30 20:30:00,0.0672,0.051925169,1.2001000000000002,10.525,95.135
2019-09-30 20:45:00,0.0606,0.073291056,1.2001000000000002,10.25,95.1
2019-09-30 21:00:00,0.0642,0.086828026,1.2925000000000002,10.5,95.35
2019-09-30 21:15:00,0.052199999999999996,0.070065363,1.2518,10.7,95.55
2019-09-30 21:30:00,0.0588,0.056651116,1.3112000000000001,10.475,95.27
2019-09-30 21:45:00,0.0492,0.062030177,1.4179,10.25,94.99
2019-09-30 22:00:00,0.06119999999999999,0.068790673,1.3970000000000002,10.5,95.24
2019-09-30 22:15:00,0.0378,0.084672443,1.3838000000000001,10.7,95.44
2019-09-30 22:30:00,0.05279999999999999,0.074624443,1.4267,10.425,95.365
